Site Pt,Area,Northing,Easting,Date Time,CH4 flux,H2S flux,CO2 flux,Pressure,Temp,CH4 slope,H2S slope,CO2 slope
PineRiver071316_133,TC2PR,1239984,2382969,13-07-2016 13:19:54,0,0,0.24,776.6,42.1,0,0,1.027
PineRiver071316_134,TC2PR,1240174,2382981,13-07-2016 13:24:54,0,0,0.26,775.4,42.8,-0.011,-0.08,1.145
PineRiver071316_135,TC2PR,1240416,2383081,13-07-2016 13:32:53,0,0,0.63,774.7,43.5,0,-0.052,2.734
PineRiver071316_136,TC2PR,1240562,2383105,13-07-2016 13:37:39,0,0,0.08,773.4,43.7,0,-0.081,0.36
PineRiver071316_137,TC2PR,1240692,2383115,13-07-2016 13:42:45,0,0,0.1,772.7,44.1,0,-0.092,0.432
PineRiver071316_138,TC2PR,1240724,2382966,13-07-2016 13:46:15,0,0,0.08,770.5,44.3,-0.573,-0.026,0.359
PineRiver071316_139,TC2PR,1240724,2382815,13-07-2016 13:51:48,0,0,0.13,770.7,44.6,0,-0.061,0.553
PineRiver071316_140,TC2PR,1240574,2382949,13-07-2016 13:58:38,28.15,0.01,1.21,771.4,44.7,124.024,0.033,5.331
PineRiver071316_141,TC2PR,1240558,2382777,13-07-2016 14:02:48,0,0,0.17,771.2,44.8,0,-0.002,0.737
PineRiver071316_142,TC2PR,1240358,2382771,13-07-2016 14:08:20,0,0,0.12,771.6,45.1,0,-0.032,0.524
PineRiver071316_143,TC2PR,1240359,2382936,13-07-2016 14:12:03,0,0,0.38,773.8,45.1,-0.058,-0.066,1.686
PineRiver071316_144,TC2PR,1240173,2382745,13-07-2016 14:17:15,0,0,0.02,773.2,45.1,0,-0.038,0.08
PineRiver071316_145,TC2PR,1240002,2382767,13-07-2016 14:21:37,0,0,0.11,774.5,45.1,0,-0.014,0.504
PineRiver071316_146,TC2PR,1240209,2382588,13-07-2016 14:26:29,0,0,0.12,775.4,45.1,0,-0.106,0.512
PineRiver071316_147,TC2PR,1240323,2382587,13-07-2016 14:29:50,0,0,0.19,775.4,45.1,0,-0.102,0.826
PineRiver071316_148,TC2PR,1240586,2382560,13-07-2016 14:35:29,0,0,0.55,774.7,45.2,0,-0.088,2.404
PineRiver071316_149,TC2PR,1240607,2382395,12/7/16 12:39,0,0,0.2,774.7,45.1,0,-0.113,0.879
PineRiver071316_150,TC2PR,1240767,2382282,13-07-2016 14:47:12,0,0,0.14,774.3,45.5,0,-0.058,0.631
PineRiver071316_151,TC2PR,1240761,2382153,13-07-2016 14:50:38,0,0,0.08,772.3,45.6,0,-0.124,0.347
PineRiver071316_152,TC2PR,1240568,2382158,13-07-2016 14:56:42,0,0,0.03,773.1,45.7,0,0.007,0.139
PineRiver071316_153,TC2PR,1240372,2382196,13-07-2016 15:01:35,0,0,0.06,773,45.7,0,0,0.258
PineRiver071316_154,TC2PR,1240335,2382357,13-07-2016 15:07:13,0,0,0.4,775.1,45.7,0,-0.11,1.77
PineRiver071316_155,TC2PR,1240169,2382349,13-07-2016 15:15:33,0,0.01,0.11,776.5,45.9,0,0.032,0.484
PineRiver071316_156,TC2PR,1240407,2381988,13-07-2016 15:22:39,0,0,0.06,776.6,45.9,-0.13,-0.087,0.263
PineRiver071316_157,TC2PR,1240542,2381995,13-07-2016 15:26:09,0,0,0.38,775.4,45.8,0,-0.103,1.679
PineRiver071316_158,TC2PR,1240767,2381931,13-07-2016 15:31:39,0,0,0.28,774.9,45.9,0,-0.084,1.243
PineRiver071316_159,TC2PR,1240943,2381928,13-07-2016 15:37:06,0,0,0.1,774.5,46,0,-0.095,0.424
PineRiver071316_160,TC2PR,1240960,2381762,13-07-2016 15:41:54,0,0,0.41,774.2,46.2,0,-0.056,1.788
PineRiver071316_161,TC2PR,1240782,2381752,13-07-2016 15:46:15,5.28,0.01,2.41,774.7,46.2,23.276,0.03,10.605
PineRiver071316_162,TC2PR,1240711,2381749,13-07-2016 15:49:41,39.36,0.01,1.75,775.5,46.2,173.304,0.026,7.683
PineRiver071316_163,TC2PR,1240588,2381787,13-07-2016 15:53:12,0,0,0.19,776.1,46.2,0,-0.095,0.824
PineRiver071316_164,TC2PR,1240353,2381740,13-07-2016 15:56:57,0,0,0.27,776.5,46.3,0,-0.019,1.18
PineRiver071316_165,TC2PR,1240349,2381571,13-07-2016 16:00:24,0,0,0.22,777.4,46.4,0,-0.108,0.961
PineRiver071316_166,TC2PR,1240536,2381615,13-07-2016 16:03:58,0,0,0.19,776.6,46.5,0,-0.068,0.828
PineRiver071316_167,TC2PR,1240645,2381574,13-07-2016 16:07:29,0,0,0.08,776.3,46.5,0,-0.009,0.365
PineRiver071316_168,TC2PR,1240789,2381595,13-07-2016 16:13:04,0,0,0.2,775.3,46.6,0,0.019,0.863
PineRiver071316_169,TC2PR,1240953,2381609,13-07-2016 16:17:21,0,0,0.15,775.1,46.7,0,-0.147,0.675
PineRiver071416_170,TC2PR,1240406,2381377,14-07-2016 09:27:28,0,0,0,777.4,25.7,-0.739,-0.004,-0.509
PineRiver071416_171,TC2PR,1240484,2381222,14-07-2016 09:33:41,0,0,0.15,777.4,26.9,0,0.002,0.627
PineRiver071416_172,TC2PR,1240597,2381359,14-07-2016 09:36:27,0,0,0.04,777.3,27.5,0,0.009,0.173
PineRiver071416_173,TC2PR,1240756,2381370,14-07-2016 09:40:05,0,0,0.19,777.4,28.5,0,0.007,0.807
PineRiver071416_174,TC2PR,1240794,2381169,14-07-2016 09:45:57,0,0,0.14,777.4,30.2,-0.002,0.007,0.602
PineRiver071416_175,TC2PR,1240951,2381210,14-07-2016 09:51:31,0,0,0.35,775.5,31.9,-0.479,0.008,1.481
PineRiver071416_176,TC2PR,1240974,2381370,14-07-2016 09:56:41,0,0,0.25,776.2,33.4,0,0.004,1.043
PineRiver071416_177,TC2PR,1241148,2381217,14-07-2016 10:05:03,0,0,0.32,775.5,35.1,-0.143,0.002,1.372
PineRiver071416_178,TC2PR,1241135,2381411,14-07-2016 10:10:38,0,0,0.41,775,36.1,-0.582,0.003,1.734
PineRiver071416_179,TC2PR,1241184,2381553,14-07-2016 10:14:16,0,0,0.21,773.4,36.6,0,0.008,0.881
PineRiver071416_180,TC2PR,1241243,2381428,14-07-2016 10:17:39,0,0,0.14,772.9,36.9,-1.672,0.004,0.592
PineRiver071416_181,TC2PR,1241327,2381541,14-07-2016 10:20:42,0,0,0.08,772,37.3,-1.246,0.001,0.335
PineRiver071416_182,TC2PR,1241392,2381410,14-07-2016 10:24:12,0,0,0.08,772,37.8,0,0.007,0.361
PineRiver071416_183,TC2PR,1241348,2381195,14-07-2016 10:28:34,0,0,0.09,772.2,38.6,0,0.007,0.394
PineRiver071416_184,TC2PR,1241361,2381009,14-07-2016 10:35:48,0,0,0.38,772.2,40,0,0.009,1.658
PineRiver071416_185,TC2PR,1241165,2380905,14-07-2016 10:42:04,0,0,0.08,772,41.2,0,0.012,0.364
PineRiver071416_186,TC2PR,1241186,2380743,14-07-2016 10:46:27,0,0,0.03,773.8,41.7,-0.566,0.008,0.145
PineRiver071416_187,TC2PR,1241176,2380581,14-07-2016 10:49:51,0,0,0.27,772.8,42.2,-0.002,0.018,1.182
PineRiver071416_188,TC2PR,1241176,2380446,14-07-2016 10:53:55,0,0,0.18,774.2,42.7,-0.949,0.013,0.786
PineRiver071416_189,TC2PR,1241341,2380352,14-07-2016 10:57:44,0,0,0.13,774.6,43.3,-1.387,0.008,0.557
PineRiver071416_190,TC2PR,1241335,2380563,14-07-2016 11:01:18,0,0,0.06,773.2,43.7,-0.77,0.011,0.284
PineRiver071416_191,TC2PR,1241336,2380741,14-07-2016 11:04:56,0,0,0.1,773,44.1,-0.607,0.009,0.437
PineRiver071416_192,TC2PR,1241536,2380618,14-07-2016 11:09:59,0,0,0.17,772,44.6,-0.459,0.012,0.728
PineRiver071416_193,TC2PR,1241530,2380718,14-07-2016 11:14:31,0,0,0.12,770.5,44.9,0,0.009,0.521
PineRiver071416_194,TC2PR,1241597,2380915,14-07-2016 11:19:47,0,0,0.08,769.7,45.3,0,0.012,0.352
PineRiver071416_195,TC2PR,1241738,2380995,14-07-2016 11:25:13,0,0,0,768.8,45.6,-0.587,0.019,-0.04
PineRiver071416_196,TC2PR,1241852,2380828,14-07-2016 11:30:25,0,0.01,0.22,766.8,45.8,0,0.024,0.968
PineRiver071416_197,TC2PR,1241972,2380786,14-07-2016 11:34:45,0,0,0.09,766.2,46.1,-0.046,0.015,0.397
PineRiver071416_198,TC2PR,1241988,2380565,14-07-2016 11:39:35,0,0,0.13,764.9,46.5,-2.551,0.018,0.576
PineRiver071416_199,TC2PR,1241940,2380355,14-07-2016 11:45:27,0,0.01,0.16,766.5,46.9,-0.966,0.024,0.7
PineRiver071416_200,TC2PR,1241977,2380230,14-07-2016 11:51:50,0,0,0.08,767.9,47.3,-1.098,0.017,0.336
PineRiver071416_201,TC2PR,1242036,2380007,14-07-2016 11:57:16,0,0,0.13,768,47.7,-0.142,0.016,0.584
PineRiver071416_202,TC2PR,1242391,2380054,14-07-2016 12:07:29,0,0.01,0.38,768.3,48.5,-0.407,0.024,1.717
PineRiver071416_203,TC2PR,1242562,2379780,14-07-2016 12:16:12,0,0,0.1,765.6,48.6,0,0.022,0.458
PineRiver071416_204,TC2PR,1242578,2379638,14-07-2016 12:19:52,0,0.01,0.2,763.4,48.5,0,0.028,0.906
PineRiver071416_205,TC2PR,1242727,2379578,14-07-2016 12:24:21,0,0,0.07,763.8,48.5,-0.955,0.017,0.294
PineRiver071416_206,TC2PR,1242341,2379565,14-07-2016 12:34:30,0,0,0.07,762.4,48.5,0,0.015,0.327
PineRiver071416_207,TC2PR,1242284,2379695,14-07-2016 12:38:29,0,0,0.24,767.2,48.2,-1.129,0.018,1.054
PineRiver071416_208,TC2PR,1242199,2379622,14-07-2016 12:42:36,0,0,0.11,767.2,48,-0.264,0.009,0.503
PineRiver071416_209,TC2PR,1242160,2379767,14-07-2016 12:46:59,0,0,0.08,768.4,47.9,0,0.017,0.338
PineRiver071416_210,TC2PR,1242174,2379887,14-07-2016 12:51:27,0,0,0.14,768.3,47.8,0,0.017,0.646
PineRiver071416_211,TC2PR,1241975,2379494,14-07-2016 12:59:04,0,0,1.11,768.4,47.9,0,0.016,4.963
PineRiver071416_212,TC2PR,1241918,2379784,14-07-2016 13:07:56,0,0,0.1,770.8,48,0,0.012,0.455
PineRiver071416_213,TC2PR,1241811,2379980,14-07-2016 13:23:49,0,0,0.12,770.6,47.9,0,0.018,0.517
PineRiver071416_214,TC2PR,1241669,2380134,14-07-2016 13:29:16,0,0,0.1,770.2,47.7,0,0.012,0.452
PineRiver071416_215,TC2PR,1241732,2380333,14-07-2016 13:36:33,0,0.01,0.14,770,47.7,0,0.031,0.617
PineRiver071416_216,TC2PR,1241768,2380556,14-07-2016 13:44:19,0,0,0.04,768.7,48,0,0.019,0.2
PineRiver071416_217,TC2PR,1241600,2380356,14-07-2016 13:55:18,0,0.01,0.15,767.9,48.2,-0.072,0.023,0.685
PineRiver071416_218,TC2PR,1241541,2380303,14-07-2016 14:00:12,0,0.01,0.76,770.7,48.1,-0.369,0.023,3.365
PineRiver071416_219,TC2PR,1241548,2380169,14-07-2016 14:05:48,0,0,0.25,771.3,48.1,-0.475,0.01,1.117
PineRiver071416_220,TC2PR,1241611,2380001,14-07-2016 14:11:36,0,0,0.25,771,48.2,0,0.017,1.1
PineRiver071416_221,TC2PR,1241718,2379733,14-07-2016 14:21:52,0,0,0.2,771,48.4,0,0.016,0.885
PineRiver071416_222,TC2PR,1241537,2379745,14-07-2016 14:30:13,0,0,0.18,771.4,48.4,-0.226,0.018,0.8
PineRiver071416_223,TC2PR,1241357,2379953,14-07-2016 14:34:55,0,0.01,0.87,773.5,48.3,0,0.04,3.869
PineRiver071416_224,TC2PR,1241320,2380112,14-07-2016 14:38:59,0,0,0,772.7,48.3,0,0.013,0.013
PineRiver071516_225,TC2PR,1242045,2378954,15-07-2016 11:07:31,0,0,0.2,769.6,38,0,0.01,0.864
PineRiver071516_226,TC2PR,1242208,2379004,15-07-2016 11:12:12,0,0,0.09,769.6,38.9,0,0.005,0.402
PineRiver071516_227,TC2PR,1242386,2378947,15-07-2016 11:17:55,0,0,0.13,768.4,39.8,-0.479,-0.002,0.568
PineRiver071516_228,TC2PR,1242365,2378802,15-07-2016 11:23:00,0,0,0.1,767,40.6,-0.037,-0.001,0.442
PineRiver071516_229,TC2PR,1242553,2378968,15-07-2016 11:28:13,0,0,0.08,767.7,41.2,-1.59,0.017,0.352
PineRiver071516_230,TC2PR,1242574,2378777,15-07-2016 11:34:59,0,0,0.17,766.8,41.7,-0.312,0.003,0.755
PineRiver071516_231,TC2PR,1242722,2378892,15-07-2016 11:40:55,0,0,0.14,767.2,42.2,-3.002,0.015,0.623
PineRiver071516_232,TC2PR,1242797,2378760,15-07-2016 11:45:49,0,0,0.2,765.6,42.5,-0.782,0.011,0.865
PineRiver071516_233,TC2PR,1242739,2379213,15-07-2016 11:54:25,0,0,0.18,766.2,43.1,-0.064,0.011,0.797
PineRiver071516_234,TC2PR,1242775,2379377,15-07-2016 11:59:36,0,0,0.39,763.5,43.3,-3.53,0.01,1.719
PineRiver071516_235,TC2PR,1242652,2379204,15-07-2016 12:05:32,0,0,0.14,762.6,43.6,0,0.018,0.627
PineRiver071516_236,TC2PR,1242604,2379393,15-07-2016 12:11:25,0,0,0.15,764.6,44,0,0.011,0.667
PineRiver071516_237,TC2PR,1242396,2379127,15-07-2016 12:16:53,0,0,0.25,764.4,44.4,-2.252,0.008,1.098
PineRiver071516_238,TC2PR,1242337,2379356,15-07-2016 12:22:04,0,0,0.07,767.5,44.7,0,0.009,0.313
PineRiver071516_239,TC2PR,1242212,2379360,15-07-2016 12:26:28,0,0,0.15,767.7,45,-0.053,0.01,0.66
PineRiver071516_240,TC2PR,1242153,2379167,15-07-2016 12:33:05,0,0,0.35,768.9,45.4,-2.141,0.019,1.544
PineRiver071516_241,TC2PR,1241988,2379178,15-07-2016 12:37:56,0,0,0.04,770,45.7,-0.455,0.009,0.161
PineRiver071516_242,TC2PR,1242109,2378740,15-07-2016 12:44:14,0,0,0.15,770.1,46,0,0.009,0.662
PineRiver071516_243,TC2PR,1242116,2378618,15-07-2016 12:49:17,0,0,0.17,768.9,46.1,-0.561,0.008,0.762
PineRiver071516_244,TC2PR,1242119,2378361,15-07-2016 12:53:21,0,0,0.37,770,46.2,-0.542,0.02,1.652
PineRiver071516_245,TC2PR,1242124,2378174,15-07-2016 12:56:54,0,0,0.2,771.2,46.2,-0.876,0.006,0.891
PineRiver071516_246,TC2PR,1242133,2377976,15-07-2016 13:00:00,0,0,0.47,772.2,46.2,-0.373,0.012,2.066
PineRiver071516_247,TC2PR,1242143,2377728,15-07-2016 13:03:47,0,0,0.1,772.7,46.3,-0.531,0.016,0.464
PineRiver071516_248,TC2PR,1242143,2377573,15-07-2016 13:07:38,0,0,0.17,773.5,46.4,-0.448,0.012,0.729
PineRiver081716_01,Sec18,1237500,2335125,17-08-2016 12:17:51,0,0,0.12,778.6,35.9,0,0.007,0.506
PineRiver081716_02,Sec18,1237475,2335186,17-08-2016 12:21:07,0,0,0.15,778.6,36.5,0,0.014,0.648
PineRiver081716_03,Sec18,1237481,2335237,17-08-2016 12:23:40,0,0.01,0.33,779.4,37,0,0.023,1.386
PineRiver081716_04,Sec18,1237470,2335302,17-08-2016 12:26:31,0,0.01,0.25,779.3,37.5,-0.356,0.028,1.051
PineRiver081716_05,Sec18,1237434,2335279,17-08-2016 12:29:35,0,0,0.83,779.8,38.1,-0.37,0.017,3.544
PineRiver081716_06,Sec18,1237419,2335224,17-08-2016 12:33:27,0,0,0.21,780.1,39,0,0,0.881
PineRiver081716_07,Sec18,1237416,2335194,17-08-2016 12:35:28,0,0,0.13,780.1,39.4,-0.001,0.007,0.553
PineRiver081716_08,Sec18,1237427,2335130,17-08-2016 12:38:10,0,0,0.14,779.7,40,0,0.01,0.597
PineRiver081716_09,Sec18,1237378,2335123,17-08-2016 12:40:31,0.97,0,0.85,780.1,40.4,4.154,0.02,3.669
PineRiver081716_10,Sec18,1237379,2335074,17-08-2016 12:42:27,0,0,0.14,780.1,40.8,-1.125,0.019,0.612
PineRiver081716_11,Sec18,1237419,2335060,17-08-2016 12:44:28,0,0,0.05,779.6,41.1,-0.808,-0.004,0.228
PineRiver081716_12,Sec18,1237326,2335089,17-08-2016 12:47:17,0,0,0.32,779.9,41.5,-2.752,0.009,1.376
PineRiver081716_13,Sec18,1237331,2335124,17-08-2016 12:49:09,0,0.01,0.17,779.9,41.8,-0.492,0.035,0.724
PineRiver081716_14,Sec18,1237368,2335196,17-08-2016 12:51:20,0,0.01,0.22,780.4,42,-2.259,0.058,0.971
PineRiver081716_15,Sec18,1237358,2335243,17-08-2016 12:53:51,0,0.01,0.11,780.4,42.3,0,0.023,0.46
PineRiver081716_16,Sec18,1237367,2335300,17-08-2016 12:56:02,0,0,0.09,781.1,42.4,0,0.005,0.4
PineRiver081716_17,Sec18,1237332,2335288,17-08-2016 12:59:33,0,0.01,0.32,781.3,42.7,0,0.028,1.383
PineRiver081716_18,Sec18,1237313,2335236,17-08-2016 13:01:49,0,0,0.21,780.8,42.8,-1.67,0.009,0.91
PineRiver081716_19,Sec18,1237313,2335180,17-08-2016 13:04:03,0,0.02,0.26,780.6,42.9,0,0.072,1.115
PoleBarn062216_01,PB,1237036,2384509,22-06-2016 11:19:42,0,0,0.14,791.7,41.2,0,-0.047,0.596
PoleBarn062216_02,PB,1237079,2384494,22-06-2016 11:22:12,0,0,0.07,784.4,41,0,-0.001,0.305
PoleBarn062216_03,PB,1237074,2384555,22-06-2016 11:24:38,0,0,0.13,784.8,40.9,0,-0.028,0.561
PoleBarn062216_04,PB,1237082,2384607,22-06-2016 11:27:08,0,0,1.01,784.7,40.8,0,-0.015,4.337
PoleBarn062216_05,PB,1237081,2384654,22-06-2016 11:30:08,0,0,0.16,785,40.8,0,-0.035,0.693
PoleBarn062216_06,PB,1237083,2384699,22-06-2016 11:32:26,0,0,0.13,784.7,40.9,0,-0.032,0.554
PoleBarn062216_07,PB,1237035,2384698,22-06-2016 11:34:47,0,0,0.19,784.6,41,0,-0.011,0.816
PoleBarn062216_08,PB,1237030,2384649,22-06-2016 11:37:08,0,0,0.27,784.6,41.1,0,-0.02,1.158
PoleBarn062216_09,PB,1237024,2384612,22-06-2016 11:39:01,0,0,0.27,784.6,41.1,0,-0.02,1.158
PoleBarn062216_10,PB,1237020,2384559,22-06-2016 11:41:03,0,0,0.14,784.6,41.2,0,-0.029,0.583
PoleBarn062216_11,PB,1236968,2384501,22-06-2016 11:43:17,0,0,0.36,784.7,41.3,0,-0.04,1.563
PoleBarn062216_12,PB,1236919,2384498,22-06-2016 11:45:45,0,0,0.19,784.7,41.4,0,-0.091,0.816
PoleBarn062216_13,PB,1236878,2384496,22-06-2016 11:47:20,0,0,0.2,785,41.5,0,-0.044,0.856
PoleBarn062216_14,PB,1236872,2384545,22-06-2016 11:49:36,0,0,0.11,785.2,41.6,0,-0.028,0.471
PoleBarn062216_15,PB,1236870,2384601,22-06-2016 11:51:34,0,0,0.23,785.1,41.7,0,-0.043,0.971
PoleBarn062216_16,PB,1236873,2384652,22-06-2016 11:53:23,0,0,0.21,785,41.8,0,-0.02,0.89
PoleBarn062216_17,PB,1236886,2384688,22-06-2016 11:57:11,0,0,0.16,785,41.9,0,-0.029,0.691
PoleBarn062216_18,PB,1236933,2384705,22-06-2016 11:59:34,0,0,0.11,785.1,42,0,-0.087,0.475
PoleBarn062216_19,PB,1236980,2384691,22-06-2016 12:02:11,0,0,0.11,784.8,42.1,0,-0.03,0.46
PoleBarn062216_20,PB,1236924,2384648,22-06-2016 12:04:28,0,0,0.13,784.7,42.2,0,-0.022,0.559
PoleBarn062216_21,PB,1236981,2384643,22-06-2016 12:06:31,0,0,0.02,785.2,42.3,0,-0.025,0.103
PoleBarn062216_22,PB,1236933,2384602,22-06-2016 12:08:44,0,0,0.11,784.8,42.5,0,-0.118,0.492
PoleBarn062216_23,PB,1236984,2384592,22-06-2016 12:10:51,0,0,0.19,784.6,42.7,0,-0.047,0.798
PoleBarn062216_24,PB,1236930,2384543,22-06-2016 12:13:07,0,0,0.04,784.7,42.9,0,-0.032,0.154
PoleBarn062216_25,PB,1236976,2384544,22-06-2016 12:15:22,0,0,0.14,784.6,43.1,0,-0.048,0.622
SFTC062716_01,TC2PR,1243371,2373672,27-06-2016 09:09:36,0,0,0.44,783.6,27.8,0,-0.018,1.79
SFTC062716_02,TC2PR,1243378,2373570,27-06-2016 09:12:50,0,0,0.26,783.7,28.9,0,-0.017,1.071
SFTC062716_03,TC2PR,1243409,2373563,27-06-2016 09:15:30,0,0,0.03,783.7,29.7,0,-0.019,0.115
SFTC062716_04,TC2PR,1243402,2373404,27-06-2016 09:19:10,0,0,0.29,784.1,30.7,0,-0.01,1.217
SFTC062716_05,TC2PR,1243433,2373166,27-06-2016 09:22:51,0,0,0.16,783.7,31.6,0,-0.004,0.686
SFTC062716_06,TC2PR,1243451,2373044,27-06-2016 09:25:45,0,0,0.26,783,32.3,0,-0.004,1.088
SFTC062716_07,TC2PR,1243416,2372782,27-06-2016 09:29:30,0,0,0.1,783.2,33.3,-0.18,-0.008,0.414
SFTC062716_08,TC2PR,1243423,2372561,27-06-2016 09:32:37,0,0,0.17,782.9,34.2,0,-0.007,0.722
SFTC062716_09,TC2PR,1243478,2372341,27-06-2016 09:36:21,0,0,0.16,782.9,35.3,0,-0.008,0.671
SFTC062716_10,TC2PR,1243444,2372315,27-06-2016 09:38:46,0,0,0.18,783,36.1,0,-0.023,0.776
SFTC062716_100,TC2PR,1243402,2374046,27-06-2016 14:48:23,0,0,0.05,782,44.8,0,0,0.219
SFTC062716_101,TC2PR,1243454,2374059,27-06-2016 14:50:59,0,0,0.49,782.1,44.7,0,0,2.118
SFTC062716_102,TC2PR,1243470,2374014,27-06-2016 14:53:20,1.09,0,0,782,44.7,4.758,0.017,-0.087
SFTC062716_103,TC2PR,1243421,2374003,27-06-2016 14:56:30,0,0,0.97,787.3,44.6,0,-0.001,4.205
SFTC062716_104,TC2PR,1243419,2373965,27-06-2016 14:59:20,10.33,0.01,3.74,787.3,44.6,44.578,0.032,16.127
SFTC062716_105,TC2PR,1243378,2373980,27-06-2016 15:02:22,0,0,1.51,781.7,44.6,0,-0.001,6.579
SFTC062716_106,TC2PR,1243358,2373984,27-06-2016 15:04:45,0,0,0.37,781.7,44.5,0,0,1.588
SFTC062716_107,TC2PR,1243303,2373987,27-06-2016 15:07:08,0,0,0.15,782,44.5,0,0,0.662
SFTC062716_108,TC2PR,1243290,2373926,27-06-2016 15:09:28,0,0,0.57,782,44.4,0,-0.001,2.475
SFTC062716_109,TC2PR,1243321,2373897,27-06-2016 15:11:44,0,0,0.62,781.6,44.3,0,-0.001,2.695
SFTC062716_11,TC2PR,1243420,2371980,27-06-2016 09:42:13,0,0,0.28,783,37,0,-0.045,1.178
SFTC062716_110,TC2PR,1243294,2373822,27-06-2016 15:14:15,19.42,0,2.25,781.5,44.2,84.302,0,9.752
SFTC062716_111,TC2PR,1243264,2373800,27-06-2016 15:16:31,0,0,0.03,781.7,44.1,0,0,0.116
SFTC062716_112,TC2PR,1243242,2373817,27-06-2016 15:18:39,0,0,0.75,781.7,44.1,-0.001,-0.001,3.25
SFTC062716_113,TC2PR,1243229,2373862,27-06-2016 15:20:47,0,0,0.3,781.7,44.1,0,-0.001,1.316
SFTC062716_114,TC2PR,1243223,2373769,27-06-2016 15:23:06,0,0,0.77,781.6,44.1,0,0,3.332
SFTC062716_115,TC2PR,1243289,2373756,27-06-2016 15:25:33,0,0,0.26,781.5,44,0,-0.001,1.111
SFTC062716_116,TC2PR,1243294,2373703,27-06-2016 15:27:52,0,0,0.12,781.5,43.9,0,0,0.532
SFTC062716_117,TC2PR,1243374,2373801,27-06-2016 15:30:59,0,0,0.16,781.5,43.8,0,0,0.689
SFTC062716_118,TC2PR,1243431,2373922,27-06-2016 15:33:36,3.89,0.01,2.46,781.1,43.8,16.857,0.026,10.687
SFTC062716_119,TC2PR,1243472,2373929,27-06-2016 15:36:01,7.97,0.01,1.12,781.2,43.9,34.579,0.032,4.839
SFTC062716_12,TC2PR,1243516,2371791,27-06-2016 09:45:08,0,0,0.01,783.2,37.8,0,-0.052,0.061
SFTC062716_120,TC2PR,1243435,2373779,27-06-2016 15:39:11,0,0,0.03,781.5,44.1,0,0,0.151
SFTC062716_13,TC2PR,1243491,2371651,27-06-2016 09:48:18,0,0,0.19,782.7,38.7,0,-0.013,0.813
SFTC062716_14,TC2PR,1243491,2371616,27-06-2016 09:51:01,0,0,0.41,782.4,39.4,0,-0.057,1.743
SFTC062716_15,TC2PR,1243542,2371561,27-06-2016 09:53:28,0,0,0.45,782.3,40,0,0,1.915
SFTC062716_16,TC2PR,1243555,2371367,27-06-2016 09:56:16,0,0,0.3,782.4,40.5,0,-0.066,1.278
SFTC062716_17,TC2PR,1243560,2371195,27-06-2016 09:59:23,0,0,0.73,782.1,41.1,0,-0.008,3.119
SFTC062716_18,TC2PR,1243547,2371158,27-06-2016 10:01:47,0,0,0.47,781.9,41.6,0,0,2.04
SFTC062716_19,TC2PR,1243579,2371153,27-06-2016 10:04:00,0,0,0.97,781.9,42.1,0,-0.097,4.197
SFTC062716_20,TC2PR,1243591,2371101,27-06-2016 10:06:22,0,0,0.35,782,42.6,0,0,1.516
SFTC062716_21,TC2PR,1243556,2370955,27-06-2016 10:09:09,0.72,0,3.26,782.3,43,3.106,-0.031,14.066
SFTC062716_22,TC2PR,1243589,2370957,27-06-2016 10:11:49,0,0,1.03,781.7,43.5,0,-0.007,4.463
SFTC062716_23,TC2PR,1243562,2370793,27-06-2016 10:14:15,0,0,0.7,781.5,43.9,0,-0.049,3.038
SFTC062716_24,TC2PR,1243564,2370597,27-06-2016 10:19:23,0,0,0.27,781.5,44.4,0,0,1.18
SFTC062716_25,TC2PR,1243454,2370620,27-06-2016 10:21:10,0,0,0.59,781.5,45,0,-0.133,2.547
SFTC062716_26,TC2PR,1243090,2370544,27-06-2016 10:24:53,0,0,0.14,782.5,45.5,0,0,0.597
SFTC062716_27,TC2PR,1243189,2370707,27-06-2016 10:27:41,0,0,0.11,782.4,45.8,0,-0.081,0.5
SFTC062716_28,TC2PR,1243419,2370809,27-06-2016 10:30:45,1.08,0,1.2,782.1,46,4.72,0.017,5.244
SFTC062716_29,TC2PR,1243376,2370905,27-06-2016 10:33:17,0,0,0.1,782.4,46.1,0,-0.119,0.454
SFTC062716_30,TC2PR,1243178,2370927,27-06-2016 10:36:52,0,0,0.18,782.3,46.3,0,-0.056,0.768
SFTC062716_31,TC2PR,1243032,2370992,27-06-2016 10:40:55,0,0,0.1,782.1,46.4,0,-0.068,0.449
SFTC062716_32,TC2PR,1242944,2371199,27-06-2016 10:44:13,0,0,0.11,781.2,46.4,0,0,0.471
SFTC062716_33,TC2PR,1242983,2371423,27-06-2016 10:47:15,0,0,0.13,781.3,46.3,0,0,0.565
SFTC062716_34,TC2PR,1242925,2371581,27-06-2016 10:50:25,0,0,0.12,782,46.1,0,0,0.526
SFTC062716_35,TC2PR,1242941,2371730,27-06-2016 10:53:57,0,0,0.32,782.4,45.9,0,-0.002,1.391
SFTC062716_36,TC2PR,1243110,2371536,27-06-2016 10:57:20,0,0,1.78,782.7,45.8,0,0,7.758
SFTC062716_37,TC2PR,1243224,2371456,27-06-2016 11:00:06,0,0,1.03,783.1,45.8,0,0,4.494
SFTC062716_38,TC2PR,1243210,2371361,27-06-2016 11:02:30,0,0,0.58,783,45.8,0,-0.001,2.508
